"","device_owner","device_id","pac","name","data_type","comms_type","long","lat","last_comm","locationCode","addr","suburb","city","country","room","hhi","cluster","privacy","risk","buildingType","tenure","height","direction","school","building","floor","classRoom","deployment_id","share","fw_ver","status","room_type","school_code","class_code","test"
"11","teharatau.mailbox@education.govt.nz","S000118","6FA8674933DE1C9D","3975/ Block N/Room 7","CL","W",168.3286622,-46.065238,1681892100,"Limehills|NZ","Derby Rd","Limehills","Limehills","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Limehills School","Block N",0,"Room 7","1ee91083-1083-1083-8083-00002ac23fd3",NA,"V0.0.0","NC","living","3975","Room 7",FALSE
"12","teharatau.mailbox@education.govt.nz","S000119","FBDF4C6078449892","3982/ Block A/ Room 8","CL","W",168.347432,-46.330071,1688025600,"Makarewa|NZ","56 Flora Rd E","Makarewa","Makarewa","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Makarewa School","Block A",0,"Room 8","1b47a342-2342-1342-8342-00001c2abd54",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3982"," Room 8",FALSE
"13","teharatau.mailbox@education.govt.nz","S000120","545850589C16CA31","3314/Electronics","CL","W",172.6891015,-43.5100003,1667573100,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Electronics","063804b1-04b1-14b1-84b1-000018583503",NA,"V0.0.0","NC","living","3314","Electronics",FALSE
"14","teharatau.mailbox@education.govt.nz","S000121","863129F2C863769C","3977/Block A/ Room 2","CL","W",168.3347901,-46.2054003,1681892100,"Winton|NZ","Lochiel Bridge Rd","Winton","Winton","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Lochiel School","McCallum Admin Block",0,"Room 2","31787f71-7f71-1771-8771-00005af86032",NA,"V0.0.0","NC","living","3977"," Room 2",FALSE
"15","teharatau.mailbox@education.govt.nz","S000122","D036A9B60CB30101","4008/ Block B/ Room 1","CL","W",168.0193046,-46.352142,1688025600,"Riverton / Aparima|NZ","7 Leader St","Riverton / Aparima","Riverton / Aparima","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Riverton School","Block B",0,"Room 1","62896a86-6a86-1286-8286-000018b54233",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","4008"," Room 1",FALSE
"16","teharatau.mailbox@education.govt.nz","S000123","B0738B6291A889F1","3977/Block B/ Room 5","CL","W",168.3347901,-46.2054003,1688025600,"Winton|NZ","Lochiel Bridge Rd","Winton","Winton","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Lochiel School","Block B",0,"Room 5","6ba82483-2483-1483-8483-000052f5422f",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3977"," Room 5",FALSE
"17","teharatau.mailbox@education.govt.nz","S000124","F541417154256759","338/Music 2","CL","W",172.5257674,-43.537826,1688025600,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School",NA,0,"Music 2","0c280f8d-0f8d-178d-878d-00006afc1c56",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","338","Music 2",FALSE
"18","teharatau.mailbox@education.govt.nz","S000125","DE35C301B529D497","3314/Room 7","CL","W",172.6891015,-43.5100003,1688024700,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 7","769916b8-16b8-16b8-86b8-0000773d3f53",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","3314","Room 7",FALSE
"19","teharatau.mailbox@education.govt.nz","S000126","69AF90429BE186A0","3314/Room 26","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 26","5c89bfe3-3fe3-17e3-87e3-00001185812e",NA,"V1.5.9","[66825|262914|66308|0|1|2|129|0|0|63]","living","3314","Room 26",FALSE
"20","teharatau.mailbox@education.govt.nz","S000127","574FA7298B67A0DE","3314/Home Ecc","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Home Ecc","22085baa-5baa-13aa-83aa-0000230b0713",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Home Ecc",FALSE
"21","teharatau.mailbox@education.govt.nz","S000128","A737FD87220447AB","3314/Whare","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate","Block 12 - PREFAB",0,"Whare","1e15f5b4-75b4-15b4-85b4-000046d27a7d",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","3314","Whare",FALSE
"22","teharatau.mailbox@education.govt.nz","S000129","CE50D7D6F0FF4B86","3314/Wood Tech","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Wood Tech","37241203-1203-1203-8203-00004615fdde",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","3314","Wood Tech",FALSE
"23","teharatau.mailbox@education.govt.nz","S000130","9FF4F9E117475613","3314/Room 4","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 4","769916b5-16b5-16b5-86b5-0000773d3f50",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Room 4",FALSE
"24","teharatau.mailbox@education.govt.nz","S000131","BBA019057D3ECD76","4008/ Block C/ Room 4","CL","W",168.0193046,-46.352142,1681892100,"Riverton / Aparima|NZ","7 Leader St","Riverton / Aparima","Riverton / Aparima","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Riverton School","Block C",0,"Room 4","0557c25c-425c-125c-825c-000018b541b0",NA,"V0.0.0","NC","living","4008"," Room 4",FALSE
"25","teharatau.mailbox@education.govt.nz","S000132","94E55A7D2C4C7464","3314/Performing Arts","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate","MUSIC SUITE",0,"Performing Arts","4e661852-1852-1052-8052-00003c6f610b",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Performing Arts",FALSE
"26","teharatau.mailbox@education.govt.nz","S000133","68E4734B0AAFB057","3314/Room 2","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 2","769916b3-16b3-16b3-86b3-0000773d3f4e",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Room 2",FALSE
"27","teharatau.mailbox@education.govt.nz","S000134","032189976EBFC65F","338/Learning Commons","CL","W",172.5257674,-43.537826,1669551300,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School","Admin",0,"Learning Commons","60e7b16d-316d-116d-816d-00000a5112e3",NA,"V0.0.0","NC","living","338","Learning Commons",FALSE
"28","teharatau.mailbox@education.govt.nz","S000135","E1EACC82EB412E90","3963 / Block A/ Room 2","CL","W",168.1534118,-46.0780677,1688025600,"Heddon Bush|NZ","233 Hall Rd","Heddon Bush","Heddon Bush","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Heddon Bush School","Block A",0,"Room 2","7d70def7-5ef7-16f7-86f7-00001e0abd4e",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3963 "," Room 2",FALSE
"29","teharatau.mailbox@education.govt.nz","S000136","8260420BA5CE5A52","338/Biology","CL","W",172.5257674,-43.537826,1688022900,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School",NA,0,"Biology","66bd8dc7-0dc7-15c7-85c7-00006afc18f3",NA,"V1.5.9","[66825|262914|66308|0|129|2|1|0|0|127]","living","338","Biology",FALSE
"30","teharatau.mailbox@education.govt.nz","S000137","7F947833D30B080B","3314/Room 10","CL","W",172.6891015,-43.5100003,1679880600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 10","5c89bfbe-3fbe-17be-87be-000011858136",NA,"V0.0.0","NC","living","3314","Room 10",FALSE
"31","teharatau.mailbox@education.govt.nz","S000138","EFC2015CB43608D4","3986/ Block D/ Room 3","CL","W",168.8631696,-46.1929787,1688025600,"Mataura|NZ","Oakland St","Mataura","Mataura","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Mataura School","Block B  (RM 1-3)",0,"Room 3","25f1bfd1-3fd1-17d1-87d1-0000554867b1",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3986"," Room 3",FALSE
"32","teharatau.mailbox@education.govt.nz","S000139","1FFA9C4280F27926","4008/ Block E/ Room 2","CL","W",168.0193046,-46.352142,1688025600,"Riverton / Aparima|NZ","7 Leader St","Riverton / Aparima","Riverton / Aparima","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Riverton School","Block E",0,"Room 2","2ae5e3e8-63e8-13e8-83e8-000018b540b2",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","4008"," Room 2",FALSE
"33","teharatau.mailbox@education.govt.nz","S000140","B6E2C8A96DA5B235","338/Fabrics","CL","W",172.5257674,-43.537826,1688025600,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School","Covered Way",0,"Fabrics","0048f5f7-75f7-15f7-85f7-00001e8a46d3",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","338","Fabrics",FALSE
"34","teharatau.mailbox@education.govt.nz","S000141","C63717D947938BD5","4008/ Block A/ Room 8","CL","W",168.0193046,-46.352142,1681892100,"Riverton / Aparima|NZ","7 Leader St","Riverton / Aparima","Riverton / Aparima","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Riverton School","Block A",0,"Room 8","359568a2-68a2-10a2-80a2-000018b542ac",NA,"V0.0.0","NC","living","4008"," Room 8",FALSE
"35","teharatau.mailbox@education.govt.nz","S000142","E1C0922840D2DC4B","3986/ Block F/ Room 7","CL","W",168.8631696,-46.1929787,1688025600,"Mataura|NZ","Oakland St","Mataura","Mataura","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Mataura School","Block D (RM 8-9 & LIBRARY)",0,"Room 7","51de10ff-10ff-10ff-80ff-00007158f7ad",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3986"," Room 7",FALSE
"36","teharatau.mailbox@education.govt.nz","S000143","586DEBAA3117D28C","3314/Room 21","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 21","5c89bfde-3fde-17de-87de-000011858133",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Room 21",FALSE
"37","teharatau.mailbox@education.govt.nz","S000145","0FCB957C1E2E8D8C","338/Art","CL","W",172.5257674,-43.537826,1688025600,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School",NA,0,"Art","71c28bdf-0bdf-13df-83df-000016afc13c",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","338","Art",FALSE
"38","teharatau.mailbox@education.govt.nz","S000146","6EC761C05F50E6E4","338/Physics","CL","W",172.5257674,-43.537826,1688025600,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School",NA,0,"Physics","7cb4d9c3-59c3-11c3-81c3-00006afc1d05",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","338","Physics",FALSE
"39","teharatau.mailbox@education.govt.nz","S000147","067D51FFB90804AF","3585/ Room5","CL","W",172.4035713,-43.5704942,0,"Rolleston|NZ","135 Weedons Ross Rd","Templeton","Rolleston","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Weedons School","Block 3",0,"Room5","34571b17-1b17-1317-8317-00001cd5531d",NA,"V0.0.0","NC","living","3585"," Room5",FALSE
"40","teharatau.mailbox@education.govt.nz","S000148","658BBEF6169A9281","3314/Room 23","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 23","5c89bfe0-3fe0-17e0-87e0-000011858131",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","3314","Room 23",FALSE
"41","teharatau.mailbox@education.govt.nz","S000149","214919743C5F2C29","3314/Room 29","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 29","5c89bfe6-3fe6-17e6-87e6-00001185812b",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Room 29",FALSE
"42","teharatau.mailbox@education.govt.nz","S000150","E05F3C6AB6112DCA","6783/Ahuwhenua2","CL","W",168.731524,-45.02284,1671653700,"Queenstown|NZ","49 Lake Ave","Frankton","Queenstown","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Remarkables Primary School","Anuwhenua",0,"Ahuwhenua2","2ed58e99-0e99-1699-8699-000045178c38",NA,"V0.0.0","NC","living","6783","Ahuwhenua2",FALSE
"43","teharatau.mailbox@education.govt.nz","S000151","6A98EAC50E9F9007","3585/Room 3","CL","W",172.4035713,-43.5704942,1675045800,"Rolleston|NZ","135 Weedons Ross Rd","Templeton","Rolleston","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Weedons School","Block 3",0,"Room 3","568c4571-4571-1571-8571-000039aaa631",NA,"V0.0.0","NC","living","3585","Room 3",FALSE
"44","teharatau.mailbox@education.govt.nz","S000152","C7E51793709775D3","3314/Room 33","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 33","5c89bfff-3fff-17ff-87ff-00001185812f",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Room 33",FALSE
"45","teharatau.mailbox@education.govt.nz","S000153","34DF9E163672A7A6","338/Gym","CL","W",172.5257674,-43.537826,1688025600,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School",NA,0,"Gym","71c2a337-2337-1337-8337-000016afc15b",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|127]","living","338","Gym",FALSE
"46","teharatau.mailbox@education.govt.nz","S000154","50271E59CC99F953","3314/Room 20","CL","W",172.6891015,-43.5100003,1688025600,"Christchurch|NZ","76 Breezes Rd","Avondale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Chisnallwood Intermediate",NA,0,"Room 20","5c89bfdd-3fdd-17dd-87dd-000011858134",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3314","Room 20",FALSE
"47","teharatau.mailbox@education.govt.nz","S000155","5DF48B7DB0CD7382","3585/Room 2","CL","W",172.4035713,-43.5704942,1688025600,"Rolleston|NZ","135 Weedons Ross Rd","Templeton","Rolleston","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Weedons School","Block 1 - Administration Block",0,"Room 2","440f58aa-58aa-10aa-80aa-000068a69fce",NA,"V1.5.9","[66825|262914|66308|0|65|2|1|0|0|63]","living","3585","Room 2",FALSE
"48","teharatau.mailbox@education.govt.nz","S000156","B812AC564899B949","338/Maori 1","CL","W",172.5257674,-43.537826,1679868000,"Christchurch|NZ","180 Waterloo Rd","Hornby","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Hornby High School","Covered Way",0,"Maori 1","734bbdec-3dec-15ec-85ec-00001e8a450b",NA,"V0.0.0","NC","living","338","Maori 1",FALSE
"49","teharatau.mailbox@education.govt.nz","S000161","6ED56F636322E046","3572/Room 17","CL","W",171.237943,-44.387374,1688025600,"Timaru|NZ","Trafalgar St","Waimataitai","Timaru","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Waimataitai School","Block 7",0,"Room 17","599d78de-78de-10de-80de-0000345570d1",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3572","Room 17",FALSE
"50","teharatau.mailbox@education.govt.nz","S000167","1ADB4D47E6DA5332","3293/kahikeatea1","CL","W",172.5953842,-43.4864007,1667259000,"Christchurch|NZ","465 Greers Rd","Bishopdale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Bishopdale School","Main School Building Block",0,"kahikeatea1","41640858-0858-1058-8058-00006e7871e9",NA,"V0.0.0","NC","living","3293","kahikeatea1",FALSE
"51","teharatau.mailbox@education.govt.nz","S000168","977D1F95B88A8DF1","1000000/AYTest","CL","W",175.6134364,-40.3522695,1659067201,"Palmerston North|NZ","18 Princess St","Palmerston North Central","Palmerston North","New Zealand","unknown","unknown",NA,NA,NA,"unknown","unknown","unknown","unknown","test","MOE confd",0,"AYTest","135d8a7f-0a7f-127f-827f-000059deb8c2",NA,"V0.0.0","NC","living","1000000","AYTest",TRUE
"52","teharatau.mailbox@education.govt.nz","S000169","5FED86991557BBFF","10000/Aotea Test","CL","W",0,0,1678665600,"|",NA,NA,"Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","test",NA,0,"unknown","00000030-0030-1030-8030-000000000030",NA,"V0.0.0","NC","living","10000","Aotea Test",TRUE
"53","teharatau.mailbox@education.govt.nz","S000170","B4A0A07320C4878C","2811/koru","CL","W",173.9554427,-41.5108078,1688025600,"Blenheim|NZ","11 Seymour St","Blenheim Central","Blenheim","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Blenheim School","MAIN BLOCK",0,"koru","3f619a11-1a11-1211-8211-0000744efb0d",NA,"V1.5.9","[66825|262914|66308|0|129|2|1|0|0|31]","living","2811","koru",FALSE
"54","teharatau.mailbox@education.govt.nz","S000172","6A451349B8341159","3293/koramiko1","CL","W",172.5953842,-43.4864007,1666645200,"Christchurch|NZ","465 Greers Rd","Bishopdale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Bishopdale School","Main School Building Block",0,"koramiko1","78a6614b-614b-114b-814b-00002461ebf3",NA,"V0.0.0","NC","living","3293","koramiko1",FALSE
"55","teharatau.mailbox@education.govt.nz","S000174","204E92463AE011D3","3293/kowhai1","CL","W",172.5953842,-43.4864007,1688025600,"Christchurch|NZ","465 Greers Rd","Bishopdale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Bishopdale School","Main School Building Block",0,"kowhai1","2cea30ab-30ab-10ab-80ab-000076e78529",NA,"V1.5.9","[66825|262914|66308|0|1|0|1|0|0|63]","living","3293","kowhai1",FALSE
"56","teharatau.mailbox@education.govt.nz","S000177","8E4711F6AA095B49","3293/totara1","CL","W",172.5953842,-43.4864007,1688025600,"Christchurch|NZ","465 Greers Rd","Bishopdale","Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Bishopdale School","Main School Building Block",0,"totara1","08d50fb1-0fb1-17b1-87b1-000076e7831d",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","3293","totara1",FALSE
"57","teharatau.mailbox@education.govt.nz","S000179","334053255EE40AB3","2956/Nikau","CL","W",0,0,1688025600,"|",NA,NA,"Christchurch","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Picton School",NA,0,"Nikau","6d629b9f-1b9f-139f-839f-000002e0468b",NA,"V1.5.9","[66825|262914|66308|0|1|2|1|0|0|63]","living","2956","Nikau",FALSE
"58","teharatau.mailbox@education.govt.nz","S000181","0713B8F3CE1A28EC","3062/Senior RM","CL","W",173.5272827,-41.5626564,1688025600,"Wairau Valley|NZ","30 Morse St","Wairau Valley","Wairau Valley","New Zealand","unknown","unknown",NA,"Do Not Share","Low","unknown","unknown","unknown","unknown","Wairau Valley School (Blenheim)","MAIN ADMIN",0,"Senior RM","01437b94-7b94-1394-8394-00004691d5ef",NA,"V1.5.9","[66825|262914|66308|0|33|34|33|0|0|63]","living","3062","Senior RM",FALSE
