dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,city,country_code
1655978420,2022-06-23T10:00:20.000Z,43200,Christchurch,-43.5333,172.6333,7.04,5.26,3.04,9.39,1021,,,87,2.57,60,,,,,47,802,Clouds,scattered clouds,03n,Christchurch,NZ
1655982187,2022-06-23T11:03:07.000Z,43200,Christchurch,-43.5333,172.6333,3.95,1.6,0.82,5.79,1023,,,100,2.57,350,,,,,40,802,Clouds,scattered clouds,03n,Christchurch,NZ
1655985331,2022-06-23T11:55:31.000Z,43200,Christchurch,-43.5333,172.6333,5.27,4.2,0.26,8.28,1021,,,91,1.54,310,,,,,100,741,Fog,fog,50n,Christchurch,NZ
1655989224,2022-06-23T13:00:24.000Z,43200,Christchurch,-43.5333,172.6333,3.57,2.26,0.11,5.82,1020,,,90,1.54,340,,,,,100,741,Fog,fog,50n,Christchurch,NZ
1655992563,2022-06-23T13:56:03.000Z,43200,Christchurch,-43.5333,172.6333,2.58,-0.85,-0.89,6.93,1020,,,91,3.6,40,,,,,29,802,Clouds,scattered clouds,03n,Christchurch,NZ
1655996678,2022-06-23T15:04:38.000Z,43200,Christchurch,-43.5333,172.6333,2.84,2.84,0.11,6.93,1019,,,92,1.03,350,,,,,23,701,Mist,mist,50n,Christchurch,NZ
1656000000,2022-06-23T16:00:00.000Z,43200,Christchurch,-43.5333,172.6333,2.3,2.3,0.11,5.82,1019,,,89,1.03,340,,,,,40,741,Fog,fog,50n,Christchurch,NZ
1656003600,2022-06-23T17:00:00.000Z,43200,Christchurch,-43.5333,172.6333,0.7,0.7,-1.89,2.17,1018,,,89,0,0,,,,,40,802,Clouds,scattered clouds,03n,Christchurch,NZ
1656007200,2022-06-23T18:00:00.000Z,43200,Christchurch,-43.5333,172.6333,0.25,0.25,-1.89,1.62,1018,,,87,0,0,,,,,39,802,Clouds,scattered clouds,03n,Christchurch,NZ
1656011100,2022-06-23T19:05:00.000Z,43200,Christchurch,-43.5333,172.6333,-1.05,-3.02,-1.89,1.93,1020,,,93,1.54,350,,,,,1,800,Clear,clear sky,01n,Christchurch,NZ
1656014400,2022-06-23T20:00:00.000Z,43200,Christchurch,-43.5333,172.6333,-1.89,-1.89,-1.89,0.23,1020,,,93,1.03,280,,,,,2,800,Clear,clear sky,01n,Christchurch,NZ
1656018000,2022-06-23T21:00:00.000Z,43200,Christchurch,-43.5333,172.6333,-0.89,-2.83,-0.89,0.79,1020,,,93,1.54,340,,,,,2,800,Clear,clear sky,01d,Christchurch,NZ
1656021651,2022-06-23T22:00:51.000Z,43200,Christchurch,-43.5333,172.6333,-0.89,-0.89,-0.89,-0.89,1020,,,100,0,0,,,,,3,800,Clear,clear sky,01d,Christchurch,NZ
1656025500,2022-06-23T23:05:00.000Z,43200,Christchurch,-43.5333,172.6333,1.11,-0.55,1.11,9.12,1020,,,100,1.54,330,,,,,2,800,Clear,clear sky,01d,Christchurch,NZ
1656029015,2022-06-24T00:03:35.000Z,43200,Christchurch,-43.5333,172.6333,7.68,7.68,4.11,13.56,1019,,,93,1.03,10,,,,,2,800,Clear,clear sky,01d,Christchurch,NZ
1656032441,2022-06-24T01:00:41.000Z,43200,Christchurch,-43.5333,172.6333,11.14,10.19,9.11,14.67,1016,,,72,1.79,1,,,,,7,800,Clear,clear sky,01d,Christchurch,NZ
1656036000,2022-06-24T02:00:00.000Z,43200,Christchurch,-43.5333,172.6333,12.23,11.18,11.62,13.6,1016,,,64,3.6,60,,,,,5,800,Clear,clear sky,01d,Christchurch,NZ
1656039819,2022-06-24T03:03:39.000Z,43200,Christchurch,-43.5333,172.6333,13.23,12.25,12.73,14.62,1015,,,63,4.63,80,,,,,5,800,Clear,clear sky,01d,Christchurch,NZ
1656043178,2022-06-24T03:59:38.000Z,43200,Christchurch,-43.5333,172.6333,12.82,11.91,10.82,13.11,1016,,,67,4.63,100,,,,,6,800,Clear,clear sky,01d,Christchurch,NZ
1656046640,2022-06-24T04:57:20.000Z,43200,Christchurch,-43.5333,172.6333,10.9,9.77,9.71,11.11,1016,,,66,4.12,100,,,,,9,800,Clear,clear sky,01d,Christchurch,NZ
1656050400,2022-06-24T06:00:00.000Z,43200,Christchurch,-43.5333,172.6333,10.68,9.27,8.51,11.06,1014,,,56,3.09,90,,,,,22,801,Clouds,few clouds,02n,Christchurch,NZ
1656054293,2022-06-24T07:04:53.000Z,43200,Christchurch,-43.5333,172.6333,9.07,8.55,6.29,10.82,1014,,,64,1.54,60,,,,,90,804,Clouds,overcast clouds,04n,Christchurch,NZ
1656057600,2022-06-24T08:00:00.000Z,43200,Christchurch,-43.5333,172.6333,9.51,7.87,7.11,10.51,1014,,,68,3.09,60,,,,,89,804,Clouds,overcast clouds,04n,Christchurch,NZ
1656061005,2022-06-24T08:56:45.000Z,43200,Christchurch,-43.5333,172.6333,10.2,9.13,8.11,11.06,1014,,,71,2.06,60,,,,,89,804,Clouds,overcast clouds,04n,Christchurch,NZ
1656064678,2022-06-24T09:57:58.000Z,43200,Christchurch,-43.5333,172.6333,10.49,9.4,9.11,11.06,1014,,,69,3.6,80,,,,,91,804,Clouds,overcast clouds,04n,Christchurch,NZ
