dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,city,country_code
1656021584,2022-06-23T21:59:44.000Z,43200,Rotorua,-38.1387,176.2452,6.4,6.4,5.34,8.78,1028,,,84,1.03,77,,,,,46,802,Clouds,scattered clouds,03d,Rotorua,NZ
1656025187,2022-06-23T22:59:47.000Z,43200,Rotorua,-38.1387,176.2452,9.83,9.14,9.11,11.4,1028,,,73,1.83,37,,,,,49,802,Clouds,scattered clouds,03d,Rotorua,NZ
1656028822,2022-06-24T00:00:22.000Z,43200,Rotorua,-38.1387,176.2452,12.62,11.66,12.44,13.06,1026,,,66,2.3,30,,,,,52,803,Clouds,broken clouds,04d,Rotorua,NZ
1656032408,2022-06-24T01:00:08.000Z,43200,Rotorua,-38.1387,176.2452,13.8,12.96,13.44,14.89,1025,,,66,2.66,31,,,,,87,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656036324,2022-06-24T02:05:24.000Z,43200,Rotorua,-38.1387,176.2452,13.64,12.86,13.44,13.78,1025,,,69,2.34,32,,,,,94,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656039924,2022-06-24T03:05:24.000Z,43200,Rotorua,-38.1387,176.2452,13.08,12.38,12.88,13.22,1025,,,74,1.94,43,,,,,96,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656043526,2022-06-24T04:05:26.000Z,43200,Rotorua,-38.1387,176.2452,12.21,11.42,11.4,13.22,1024,,,74,1.95,45,,,,,97,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656047125,2022-06-24T05:05:25.000Z,43200,Rotorua,-38.1387,176.2452,11.57,10.9,10.11,11.95,1025,,,81,1.67,52,,,,,97,500,Rain,light rain,10n,Rotorua,NZ
1656050724,2022-06-24T06:05:24.000Z,43200,Rotorua,-38.1387,176.2452,10.88,10.4,9.55,11.95,1025,,,91,1.58,79,,,,,98,500,Rain,light rain,10n,Rotorua,NZ
1656053817,2022-06-24T06:56:57.000Z,43200,Rotorua,-38.1387,176.2452,10.85,10.45,9,12.51,1025,,,94,1.4,74,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656057924,2022-06-24T08:05:24.000Z,43200,Rotorua,-38.1387,176.2452,10.13,9.55,9,11.4,1025,,,90,1.77,65,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656061524,2022-06-24T09:05:24.000Z,43200,Rotorua,-38.1387,176.2452,10.29,9.7,9.11,11.95,1025,,,89,1.68,66,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656064829,2022-06-24T10:00:29.000Z,43200,Rotorua,-38.1387,176.2452,10.77,10.25,9.11,12.66,1024,,,90,1.68,73,,,,,100,500,Rain,light rain,10n,Rotorua,NZ
1656068184,2022-06-24T10:56:24.000Z,43200,Rotorua,-38.1387,176.2452,10.99,10.65,8.55,13.22,1023,,,96,1.69,67,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656071834,2022-06-24T11:57:14.000Z,43200,Rotorua,-38.1387,176.2452,10.9,10.55,7.99,12.66,1023,,,96,1.62,55,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656075610,2022-06-24T13:00:10.000Z,43200,Rotorua,-38.1387,176.2452,10.99,10.68,8.55,12.51,1022,,,97,1.41,66,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656079208,2022-06-24T14:00:08.000Z,43200,Rotorua,-38.1387,176.2452,10.99,10.7,8.55,12.51,1022,,,98,1.19,58,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656083124,2022-06-24T15:05:24.000Z,43200,Rotorua,-38.1387,176.2452,10.83,10.55,8.55,11.95,1021,,,99,1.16,59,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656086402,2022-06-24T16:00:02.000Z,43200,Rotorua,-38.1387,176.2452,10.83,10.58,8.55,11.95,1021,,,100,1.29,57,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656090324,2022-06-24T17:05:24.000Z,43200,Rotorua,-38.1387,176.2452,10.36,10.06,8.55,11.4,1020,,,100,1.14,63,,,,,100,500,Rain,light rain,10n,Rotorua,NZ
1656093528,2022-06-24T17:58:48.000Z,43200,Rotorua,-38.1387,176.2452,10.14,9.82,9.11,11.4,1020,,,100,0.98,59,,,,,100,501,Rain,moderate rain,10n,Rotorua,NZ
1656097206,2022-06-24T19:00:06.000Z,43200,Rotorua,-38.1387,176.2452,9.67,9.67,9.11,10.84,1020,,,100,1.16,67,,,,,100,500,Rain,light rain,10n,Rotorua,NZ
1656101124,2022-06-24T20:05:24.000Z,43200,Rotorua,-38.1387,176.2452,9.51,9.51,8.44,10.29,1020,,,100,1.03,59,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656104724,2022-06-24T21:05:24.000Z,43200,Rotorua,-38.1387,176.2452,9.76,9.76,8.44,10.84,1020,,,99,0.77,81,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656108049,2022-06-24T22:00:49.000Z,43200,Rotorua,-38.1387,176.2452,12.04,11.88,9.55,12.51,1020,,,99,0.85,77,,,,,99,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656111487,2022-06-24T22:58:07.000Z,43200,Rotorua,-38.1387,176.2452,13.39,13.32,11.22,14.33,1020,,,97,0.89,70,,,,,98,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656115215,2022-06-25T00:00:15.000Z,43200,Rotorua,-38.1387,176.2452,14.26,14.2,12.88,16.55,1019,,,94,0.78,58,,,,,96,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656119125,2022-06-25T01:05:25.000Z,43200,Rotorua,-38.1387,176.2452,15.13,15.02,13.44,15.34,1018,,,89,1.09,29,,,,,82,803,Clouds,broken clouds,04d,Rotorua,NZ
1656122401,2022-06-25T02:00:01.000Z,43200,Rotorua,-38.1387,176.2452,14.95,14.77,14.55,15.29,1017,,,87,1.05,19,,,,,88,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656126007,2022-06-25T03:00:07.000Z,43200,Rotorua,-38.1387,176.2452,14.44,14.26,14.23,14.73,1017,,,89,0.93,42,,,,,92,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656129609,2022-06-25T04:00:09.000Z,43200,Rotorua,-38.1387,176.2452,13.8,13.69,13.55,14.18,1018,,,94,1.06,63,,,,,94,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656133202,2022-06-25T05:00:02.000Z,43200,Rotorua,-38.1387,176.2452,12.61,12.46,12.33,13.78,1018,,,97,0.89,44,,,,,95,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656137128,2022-06-25T06:05:28.000Z,43200,Rotorua,-38.1387,176.2452,11.47,11.23,9.66,12.11,1018,,,98,0.67,20,,,,,96,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656140466,2022-06-25T07:01:06.000Z,43200,Rotorua,-38.1387,176.2452,10.87,10.57,6.88,12.11,1019,,,98,0.53,345,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656144174,2022-06-25T08:02:54.000Z,43200,Rotorua,-38.1387,176.2452,10.8,10.52,7.44,12.01,1020,,,99,0.34,285,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656147603,2022-06-25T09:00:03.000Z,43200,Rotorua,-38.1387,176.2452,10.98,10.72,8.55,12.01,1020,,,99,0.4,274,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656151202,2022-06-25T10:00:02.000Z,43200,Rotorua,-38.1387,176.2452,11.06,10.78,9.11,12.01,1019,,,98,0.45,247,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656154934,2022-06-25T11:02:14.000Z,43200,Rotorua,-38.1387,176.2452,11.22,10.96,8.44,12.01,1019,,,98,0.5,246,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656158725,2022-06-25T12:05:25.000Z,43200,Rotorua,-38.1387,176.2452,11.15,10.88,8.44,12.01,1020,,,98,0.59,252,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656161903,2022-06-25T12:58:23.000Z,43200,Rotorua,-38.1387,176.2452,10.83,10.55,8.44,11.45,1019,,,99,0.62,247,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656165581,2022-06-25T13:59:41.000Z,43200,Rotorua,-38.1387,176.2452,9.16,9.16,8.44,9.33,1019,,,99,0.71,252,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656169203,2022-06-25T15:00:03.000Z,43200,Rotorua,-38.1387,176.2452,9.51,9.51,8.44,9.73,1020,,,99,0.73,251,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656173061,2022-06-25T16:04:21.000Z,43200,Rotorua,-38.1387,176.2452,8.8,8.8,8.44,9.11,1020,,,99,0.87,245,,,,,85,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656176131,2022-06-25T16:55:31.000Z,43200,Rotorua,-38.1387,176.2452,8.6,8.6,7.88,8.78,1020,,,100,0.85,232,,,,,75,803,Clouds,broken clouds,04n,Rotorua,NZ
1656180327,2022-06-25T18:05:27.000Z,43200,Rotorua,-38.1387,176.2452,9.63,9.63,7.33,10.9,1020,,,99,0.91,222,,,,,75,803,Clouds,broken clouds,04n,Rotorua,NZ
1656183608,2022-06-25T19:00:08.000Z,43200,Rotorua,-38.1387,176.2452,9.13,9.13,5.77,10.9,1021,,,98,1.01,222,,,,,62,803,Clouds,broken clouds,04n,Rotorua,NZ
1656187248,2022-06-25T20:00:48.000Z,43200,Rotorua,-38.1387,176.2452,9.3,9.3,6.88,10.9,1021,,,97,0.82,222,,,,,81,803,Clouds,broken clouds,04d,Rotorua,NZ
1656190584,2022-06-25T20:56:24.000Z,43200,Rotorua,-38.1387,176.2452,9.79,9.79,7.99,10.9,1021,,,94,0.75,224,,,,,88,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656194623,2022-06-25T22:03:43.000Z,43200,Rotorua,-38.1387,176.2452,11.48,10.98,10.77,13.22,1021,,,88,0.91,240,,,,,91,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656198009,2022-06-25T23:00:09.000Z,43200,Rotorua,-38.1387,176.2452,13.26,12.7,11.77,14.11,1021,,,79,1.37,238,,,,,92,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656201650,2022-06-26T00:00:50.000Z,43200,Rotorua,-38.1387,176.2452,14.36,13.71,13.06,15.22,1020,,,71,1.96,237,,,,,93,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656204988,2022-06-26T00:56:28.000Z,43200,Rotorua,-38.1387,176.2452,14.02,13.28,13.62,14.23,1019,,,69,2.3,238,,,,,100,500,Rain,light rain,10d,Rotorua,NZ
1656208858,2022-06-26T02:00:58.000Z,43200,Rotorua,-38.1387,176.2452,13.66,12.88,13.44,14.89,1019,,,69,2.56,239,,,,,100,500,Rain,light rain,10d,Rotorua,NZ
1656212401,2022-06-26T03:00:01.000Z,43200,Rotorua,-38.1387,176.2452,14.58,13.95,14,14.78,1019,,,71,2.33,245,,,,,96,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656216327,2022-06-26T04:05:27.000Z,43200,Rotorua,-38.1387,176.2452,13.85,13.25,13.44,15.44,1019,,,75,2.35,243,,,,,87,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656219847,2022-06-26T05:04:07.000Z,43200,Rotorua,-38.1387,176.2452,12.37,11.8,12.01,13.78,1020,,,82,1.87,234,,,,,73,803,Clouds,broken clouds,04n,Rotorua,NZ
1656223446,2022-06-26T06:04:06.000Z,43200,Rotorua,-38.1387,176.2452,10.51,9.97,10.34,11.55,1021,,,90,1.17,230,,,,,62,803,Clouds,broken clouds,04n,Rotorua,NZ
1656227040,2022-06-26T07:04:00.000Z,43200,Rotorua,-38.1387,176.2452,9.59,9.59,9,10.44,1021,,,95,1.01,242,,,,,0,800,Clear,clear sky,01n,Rotorua,NZ
1656230728,2022-06-26T08:05:28.000Z,43200,Rotorua,-38.1387,176.2452,8.65,8.65,7.88,8.78,1022,,,98,1.12,239,,,,,0,800,Clear,clear sky,01n,Rotorua,NZ
1656234272,2022-06-26T09:04:32.000Z,43200,Rotorua,-38.1387,176.2452,7.73,7.73,7.56,8.78,1022,,,97,1.26,246,,,,,1,800,Clear,clear sky,01n,Rotorua,NZ
1656237610,2022-06-26T10:00:10.000Z,43200,Rotorua,-38.1387,176.2452,6.62,5.89,6.45,8.22,1022,,,96,1.42,243,,,,,2,800,Clear,clear sky,01n,Rotorua,NZ
1656241530,2022-06-26T11:05:30.000Z,43200,Rotorua,-38.1387,176.2452,6.26,5.5,5.9,8.78,1022,,,97,1.41,238,,,,,2,800,Clear,clear sky,01n,Rotorua,NZ
1656245077,2022-06-26T12:04:37.000Z,43200,Rotorua,-38.1387,176.2452,5.53,5.53,4.23,8.78,1023,,,98,1.33,237,,,,,3,800,Clear,clear sky,01n,Rotorua,NZ
1656248449,2022-06-26T13:00:49.000Z,43200,Rotorua,-38.1387,176.2452,5.54,5.54,3.67,9.18,1022,,,99,1.27,234,,,,,13,801,Clouds,few clouds,02n,Rotorua,NZ
1656252010,2022-06-26T14:00:10.000Z,43200,Rotorua,-38.1387,176.2452,5.17,5.17,3.12,9.18,1023,,,99,1.31,235,,,,,16,801,Clouds,few clouds,02n,Rotorua,NZ
1656255609,2022-06-26T15:00:09.000Z,43200,Rotorua,-38.1387,176.2452,5.36,4.5,3.12,9.73,1023,,,99,1.39,235,,,,,19,801,Clouds,few clouds,02n,Rotorua,NZ
1656259526,2022-06-26T16:05:26.000Z,43200,Rotorua,-38.1387,176.2452,5.17,4.34,3.12,9.18,1022,,,99,1.35,234,,,,,19,801,Clouds,few clouds,02n,Rotorua,NZ
1656263127,2022-06-26T17:05:27.000Z,43200,Rotorua,-38.1387,176.2452,5.35,4.42,3.67,8.62,1022,,,99,1.44,237,,,,,19,801,Clouds,few clouds,02n,Rotorua,NZ
1656266409,2022-06-26T18:00:09.000Z,43200,Rotorua,-38.1387,176.2452,4.79,3.79,3.12,8.06,1023,,,98,1.44,235,,,,,19,801,Clouds,few clouds,02n,Rotorua,NZ
1656270001,2022-06-26T19:00:01.000Z,43200,Rotorua,-38.1387,176.2452,4.97,4.02,3.67,7.51,1023,,,98,1.42,228,,,,,17,801,Clouds,few clouds,02n,Rotorua,NZ
1656273756,2022-06-26T20:02:36.000Z,43200,Rotorua,-38.1387,176.2452,4.22,3.2,3.67,7.11,1023,,,98,1.4,224,,,,,18,801,Clouds,few clouds,02d,Rotorua,NZ
1656277525,2022-06-26T21:05:25.000Z,43200,Rotorua,-38.1387,176.2452,5.71,4.77,4.78,10.44,1023,,,92,1.49,234,,,,,16,801,Clouds,few clouds,02d,Rotorua,NZ
1656281126,2022-06-26T22:05:26.000Z,43200,Rotorua,-38.1387,176.2452,8.29,7.57,7.56,10.11,1023,,,83,1.62,226,,,,,13,801,Clouds,few clouds,02d,Rotorua,NZ
1656284656,2022-06-26T23:04:16.000Z,43200,Rotorua,-38.1387,176.2452,10.71,9.72,10.34,14.33,1022,,,72,1.88,228,,,,,11,801,Clouds,few clouds,02d,Rotorua,NZ
1656288034,2022-06-27T00:00:34.000Z,43200,Rotorua,-38.1387,176.2452,12.36,11.3,11.95,14.89,1021,,,63,2.09,235,,,,,9,800,Clear,clear sky,01d,Rotorua,NZ
1656291764,2022-06-27T01:02:44.000Z,43200,Rotorua,-38.1387,176.2452,12.36,11.22,12.01,13.06,1020,,,60,2.64,245,,,,,0,800,Clear,clear sky,01d,Rotorua,NZ
1656295209,2022-06-27T02:00:09.000Z,43200,Rotorua,-38.1387,176.2452,12.37,11.12,12.01,14.89,1019,,,56,2.39,241,,,,,0,800,Clear,clear sky,01d,Rotorua,NZ
1656298804,2022-06-27T03:00:04.000Z,43200,Rotorua,-38.1387,176.2452,12.37,11.26,12.01,14.89,1020,,,61,2.42,256,,,,,3,800,Clear,clear sky,01d,Rotorua,NZ
1656302401,2022-06-27T04:00:01.000Z,43200,Rotorua,-38.1387,176.2452,12.18,11.28,12.01,13.78,1020,,,70,1.94,248,,,,,3,800,Clear,clear sky,01d,Rotorua,NZ
1656306327,2022-06-27T05:05:27.000Z,43200,Rotorua,-38.1387,176.2452,10.88,10.32,10.66,10.9,1020,,,88,1.24,252,,,,,11,801,Clouds,few clouds,02n,Rotorua,NZ
1656309608,2022-06-27T06:00:08.000Z,43200,Rotorua,-38.1387,176.2452,9.39,9.39,7.88,10.44,1021,,,95,1.16,251,,,,,18,801,Clouds,few clouds,02n,Rotorua,NZ
1656313209,2022-06-27T07:00:09.000Z,43200,Rotorua,-38.1387,176.2452,6.41,6.41,6.4,7.66,1021,,,97,1.11,252,,,,,57,803,Clouds,broken clouds,04n,Rotorua,NZ
1656317129,2022-06-27T08:05:29.000Z,43200,Rotorua,-38.1387,176.2452,7.71,7.71,5.66,8.67,1021,,,98,1.13,254,,,,,38,802,Clouds,scattered clouds,03n,Rotorua,NZ
1656320404,2022-06-27T09:00:04.000Z,43200,Rotorua,-38.1387,176.2452,5.3,5.3,4.55,6,1021,,,98,1.22,235,,,,,58,803,Clouds,broken clouds,04n,Rotorua,NZ
1656324328,2022-06-27T10:05:28.000Z,43200,Rotorua,-38.1387,176.2452,7,7,4,7.01,1021,,,97,1.22,246,,,,,69,803,Clouds,broken clouds,04n,Rotorua,NZ
1656327609,2022-06-27T11:00:09.000Z,43200,Rotorua,-38.1387,176.2452,5.34,5.34,4.18,5.9,1021,,,97,1.08,236,,,,,75,803,Clouds,broken clouds,04n,Rotorua,NZ
1656331279,2022-06-27T12:01:19.000Z,43200,Rotorua,-38.1387,176.2452,4.95,4.95,4,5.34,1021,,,98,1.12,234,,,,,79,803,Clouds,broken clouds,04n,Rotorua,NZ
1656334771,2022-06-27T12:59:31.000Z,43200,Rotorua,-38.1387,176.2452,4.58,4.58,4.18,4.78,1021,,,98,1.12,225,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656338728,2022-06-27T14:05:28.000Z,43200,Rotorua,-38.1387,176.2452,4.76,4.76,4,4.78,1021,,,97,0.84,230,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656342241,2022-06-27T15:04:01.000Z,43200,Rotorua,-38.1387,176.2452,4.4,4.4,4,4.89,1021,,,97,1.02,235,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656345611,2022-06-27T16:00:11.000Z,43200,Rotorua,-38.1387,176.2452,3.84,3.84,3.67,4.89,1020,,,97,0.93,207,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656349213,2022-06-27T17:00:13.000Z,43200,Rotorua,-38.1387,176.2452,3.84,3.84,3.67,4.89,1021,,,98,0.8,240,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656352641,2022-06-27T17:57:21.000Z,43200,Rotorua,-38.1387,176.2452,4.02,4.02,3.67,4.89,1021,,,96,0.76,223,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656356559,2022-06-27T19:02:39.000Z,43200,Rotorua,-38.1387,176.2452,3.84,3.84,3.67,4.89,1021,,,97,0.48,230,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656360010,2022-06-27T20:00:10.000Z,43200,Rotorua,-38.1387,176.2452,3.84,3.84,3.67,4.89,1021,,,95,0.7,216,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656363608,2022-06-27T21:00:08.000Z,43200,Rotorua,-38.1387,176.2452,5.85,5.85,5.11,6,1021,,,88,0.33,291,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656367526,2022-06-27T22:05:26.000Z,43200,Rotorua,-38.1387,176.2452,8.08,8.08,7.88,11,1021,,,77,0.62,204,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656370668,2022-06-27T22:57:48.000Z,43200,Rotorua,-38.1387,176.2452,8.67,8.67,7.88,9.89,1021,,,70,0.35,258,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656374537,2022-06-28T00:02:17.000Z,43200,Rotorua,-38.1387,176.2452,9.59,9.59,9.23,11,1020,,,61,0.81,325,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656378021,2022-06-28T01:00:21.000Z,43200,Rotorua,-38.1387,176.2452,10.33,8.85,10.11,11.55,1019,,,55,0.7,308,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656381529,2022-06-28T01:58:49.000Z,43200,Rotorua,-38.1387,176.2452,11.43,10.01,10.29,12.66,1018,,,53,0.95,322,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656385165,2022-06-28T02:59:25.000Z,43200,Rotorua,-38.1387,176.2452,11.43,10.06,10.29,12.01,1017,,,55,0.43,323,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656388802,2022-06-28T04:00:02.000Z,43200,Rotorua,-38.1387,176.2452,11.24,10.25,10.84,11.45,1018,,,70,0.91,3,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656392727,2022-06-28T05:05:27.000Z,43200,Rotorua,-38.1387,176.2452,9.39,9.39,8.62,10.44,1019,,,85,0.98,9,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656395729,2022-06-28T05:55:29.000Z,43200,Rotorua,-38.1387,176.2452,7.54,7.54,6.4,8.78,1019,,,95,0.79,353,,,,,98,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656399350,2022-06-28T06:55:50.000Z,43200,Rotorua,-38.1387,176.2452,6.43,6.43,5.29,8.22,1020,,,97,0.57,310,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656403211,2022-06-28T08:00:11.000Z,43200,Rotorua,-38.1387,176.2452,5.7,5.7,5.29,6.55,1019,,,99,1,87,,,,,57,803,Clouds,broken clouds,04n,Rotorua,NZ
1656406639,2022-06-28T08:57:19.000Z,43200,Rotorua,-38.1387,176.2452,5.51,5.51,4.55,6,1020,,,99,0.37,115,,,,,58,803,Clouds,broken clouds,04n,Rotorua,NZ
1656410411,2022-06-28T10:00:11.000Z,43200,Rotorua,-38.1387,176.2452,4.03,4.03,3.67,6,1020,,,98,0.35,349,,,,,68,803,Clouds,broken clouds,04n,Rotorua,NZ
1656414009,2022-06-28T11:00:09.000Z,43200,Rotorua,-38.1387,176.2452,4.04,4.04,3.12,6,1019,,,98,0.27,189,,,,,68,803,Clouds,broken clouds,04n,Rotorua,NZ
1656417927,2022-06-28T12:05:27.000Z,43200,Rotorua,-38.1387,176.2452,4.04,4.04,3.12,6.55,1018,,,97,0.47,136,,,,,59,803,Clouds,broken clouds,04n,Rotorua,NZ
1656421528,2022-06-28T13:05:28.000Z,43200,Rotorua,-38.1387,176.2452,4.23,4.23,3.12,7.11,1018,,,97,0.35,35,,,,,96,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656425129,2022-06-28T14:05:29.000Z,43200,Rotorua,-38.1387,176.2452,4.42,4.42,3.12,7.11,1018,,,96,0.18,163,,,,,93,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656428642,2022-06-28T15:04:02.000Z,43200,Rotorua,-38.1387,176.2452,5.71,5.71,4.78,7.66,1017,,,95,0.23,119,,,,,95,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656431815,2022-06-28T15:56:55.000Z,43200,Rotorua,-38.1387,176.2452,6.26,6.26,5.34,8.06,1017,,,97,0.45,86,,,,,96,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656435928,2022-06-28T17:05:28.000Z,43200,Rotorua,-38.1387,176.2452,6.63,6.63,5.9,8.22,1016,,,97,0.57,120,,,,,97,501,Rain,moderate rain,10n,Rotorua,NZ
1656439201,2022-06-28T18:00:01.000Z,43200,Rotorua,-38.1387,176.2452,6.63,6.63,5.9,8.22,1015,,,94,0.96,129,,,,,97,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656442551,2022-06-28T18:55:51.000Z,43200,Rotorua,-38.1387,176.2452,6.63,6.63,5.9,8.22,1016,,,94,0.47,100,,,,,100,804,Clouds,overcast clouds,04n,Rotorua,NZ
1656446373,2022-06-28T19:59:33.000Z,43200,Rotorua,-38.1387,176.2452,7.19,7.19,6.45,8.62,1016,,,94,0.54,117,,,,,100,500,Rain,light rain,10d,Rotorua,NZ
1656450002,2022-06-28T21:00:02.000Z,43200,Rotorua,-38.1387,176.2452,7.75,7.75,7.01,9.18,1015,,,93,0.61,140,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656453610,2022-06-28T22:00:10.000Z,43200,Rotorua,-38.1387,176.2452,8.66,8.66,8.12,9.73,1015,,,91,0.72,125,,,,,100,804,Clouds,overcast clouds,04d,Rotorua,NZ
1656457019,2022-06-28T22:56:59.000Z,43200,Rotorua,-38.1387,176.2452,8.86,8.86,8.12,10.29,1015,,,87,0.75,118,,,,,100,501,Rain,moderate rain,10d,Rotorua,NZ
1656460958,2022-06-29T00:02:38.000Z,43200,Rotorua,-38.1387,176.2452,9.41,9.41,8.67,11,1013,,,88,1.24,153,,,,,100,500,Rain,light rain,10d,Rotorua,NZ
